P08908 5ht1a_human
B9TS01 b9ts01_9tele
A8QXQ7 a8qxq7_mesau
H2QEQ7 h2qeq7_pantr
F2XH45 f2xh45_9gobi
K4GTR2 k4gtr2_cylru
E6ZHP4 e6zhp4_dicla
F2VRF2 f2vrf2_balac
M4ALF5 m4alf5_xipma
A0A0C9RJJ6 a0a0c9rjj6_9hyme
K4EJE0 k4eje0_allel
A0A096NCI8 a0a096nci8_papan
D9MN82 d9mn82_9chir
J7ME60 j7me60_pantr
Q6R6I6 rxfp1_rat
G1EFK0 g1efk0_notfu
F1SAG0 f1sag0_pig
Q9BFE1 q9bfe1_artja
A4KTS4 a4kts4_9neob
Q62874 v1ar_rat
K4GUX0 k4gux0_lioal
E9JLI2 e9jli2_culal
G7PM70 g7pm70_macfa
K7EXG4 k7exg4_pelsi
C5HF05 c5hf05_balac
P11616 aa1r_canfa
F7C4P1 f7c4p1_ornan
G3U7D0 g3u7d0_loxaf
H2P7G7 h2p7g7_ponab
G1SRJ4 g1srj4_rabit
G3W138 g3w138_sarha
K4HGX6 k4hgx6_croco
K7G184 k7g184_pelsi
K4GR28 k4gr28_9saur
P32313 opsr_carau
G3M7R9 g3m7r9_9euth
K4HK95 k4hk95_chese
H2RAZ0 h2raz0_pantr
K7FSS7 k7fss7_pelsi
G1NAQ1 g1naq1_melga
H2NWM2 h2nwm2_ponab
A0A089ZWZ0 a0a089zwz0_ratrt
F6WBI0 f6wbi0_calja
B5U472 b5u472_cygcy
Q1JPD1 q1jpd1_bovin
U3KIU4 u3kiu4_fical
H0XNK5 h0xnk5_otoga
Q646A5 t2r60_pantr
G1EFI7 g1efi7_9tele
G3RXE8 g3rxe8_gorgo
G3QVW4 g3qvw4_gorgo
G1TRF6 g1trf6_rabit
O97829 lphn3_bovin
G3M6E7 g3m6e7_sacbi
A2AMJ2 lpar1_mouse
A0A0F8AL31 a0a0f8al31_larcr
U3JMR5 u3jmr5_fical
A0A096NEM0 a0a096nem0_papan
G1KH92 g1kh92_anoca
I0CJV3 i0cjv3_9tele
G3M755 g3m755_cappi
Q9QWG9 c3ar_cavpo
M1RLZ3 m1rlz3_canfa
K7EY65 k7ey65_pelsi
U3D9A4 u3d9a4_calja
A7UDA2 a7uda2_lepos
H0Z194 h0z194_taegu
A0A0E3KDF5 a0a0e3kdf5_scomx
H0X448 h0x448_otoga
I0CKC7 i0ckc7_macne
H0VR86 h0vr86_cavpo
Q8HXU5 q8hxu5_dasno
G1N5J7 g1n5j7_melga
M3Z7C6 m3z7c6_muspf
P58825 p2ry2_crigr
K4K6A2 k4k6a2_utast
L0AUG4 l0aug4_9pass
H3B0W8 h3b0w8_latch
F7A4B9 f7a4b9_ornan
A0A023Y924 a0a023y924_galmo
F7I6L8 f7i6l8_calja
G1K8R1 g1k8r1_anoca
F7CTX1 f7ctx1_calja
L7TTI1 l7tti1_9saur
A2ACT4 a2act4_mouse
M3YS74 m3ys74_muspf
H2ULG0 h2ulg0_takru
A9YE91 a9ye91_9rode
B9VHI1 b9vhi1_leuat
V5UUR8 v5uur8_9saur
Q9N2A3 acm3_gorgo
D8V3D9 d8v3d9_bubbu
V8NVX0 v8nvx0_ophha
F1PPU1 f1ppu1_canfa
F6Z562 f6z562_macmu
A0A089FLE3 a0a089fle3_9saur
I3M0C7 i3m0c7_icttr
H0ZP54 h0zp54_taegu
G3QS36 g3qs36_gorgo
F7BW54 f7bw54_horse
I6PZZ0 i6pzz0_9saur
H3BW48 h3bw48_tetng
Q9JK36 gabr2_rat
A0A0D4CEW0 a0a0d4cew0_uroor
K4K3P4 k4k3p4_utast
I3MXP8 i3mxp8_icttr
I3NFV9 i3nfv9_icttr
H0XI23 h0xi23_otoga
G1L1P6 g1l1p6_ailme
K4HGW0 k4hgw0_imace
F2X6U3 f2x6u3_9embe
B8K2Q4 b8k2q4_rat
G3G8J2 g3g8j2_chick
A0A0D9RYY4 a0a0d9ryy4_chlsb
W5PJB5 w5pjb5_sheep
H2LH38 h2lh38_oryla
F7FDW9 f7fdw9_ornan
K4HG97 k4hg97_helsu
A0A096MLW0 a0a096mlw0_papan
G3TMH4 g3tmh4_loxaf
E9KW31 e9kw31_9saur
F1NMD2 f1nmd2_chick
A0A0D9SBB5 a0a0d9sbb5_chlsb
W5QGH0 w5qgh0_sheep
A0A0D9S1B7 a0a0d9s1b7_chlsb
B9TRZ9 b9trz9_devde
G3M6A1 g3m6a1_calpd
K4GQU1 k4gqu1_9saur
G8JC84 g8jc84_acas
F7C222 f7c222_mondo
A0A0G2JT42 a0a0g2jt42_rat
R0M2A1 r0m2a1_anapl
A7BJW1 a7bjw1_pig
A9LS62 a9ls62_bunmo
G1N3V4 g1n3v4_melga
P49145 5ht1d_rabit
F6UGD8 f6ugd8_ornan
G3VT26 g3vt26_sarha
K4HGF4 k4hgf4_9saur
G3R7Q0 g3r7q0_gorgo
F1LXU3 f1lxu3_rat
Q5IS53 acm5_pantr
F6YRS7 f6yrs7_ornan
F2Y5H6 f2y5h6_delca
Q544P9 q544p9_mouse
G1M0C5 g1m0c5_ailme
Q63371 p2ry6_rat
H3CD69 h3cd69_tetng
F7FVU5 f7fvu5_mondo
F7DB48 f7db48_xentr
I3NFZ1 i3nfz1_icttr
Q864K3 mshr_erypa
G3W8F4 g3w8f4_sarha
B9TRX7 b9trx7_9tele
U6DWG2 u6dwg2_neovi
G3WEJ5 g3wej5_sarha
A9LS66 a9ls66_lepsx
F1N8H7 b4zy91_chick
Q9JLZ0 ackr3_rat
Q8R415 pkr2_rat
K4HGH0 k4hgh0_9saur
A0A0E3GDG5 a0a0e3gdg5_sorex
G3UA68 g3ua68_loxaf
A0A0D9SDI2 a0a0d9sdi2_chlsb
C0ITM0 c0itm0_danre
E0D5D3 e0d5d3_litct
F1SFC3 f1sfc3_pig
F6R2A6 f6r2a6_calja
H0Y2F6 h0y2f6_otoga
C5HEZ9 c5hez9_micna
A0A0D9QY44 a0a0d9qy44_chlsb
Q6UQC3 q6uqc3_9neob
W5ZXS7 w5zxs7_salsl
C5HF54 c5hf54_tracr
M4AZ59 m4az59_xipma
Q4V9V9 sucr1_mouse
A5X7H3 a5x7h3_basas
Q3URE6 q3ure6_mouse
G3R7Z6 g3r7z6_gorgo
G5CVP8 g5cvp8_lamgl
H2NCN1 h2ncn1_ponab
K7E187 k7e187_mondo
A0A097QQR1 a0a097qqr1_bovin
H0VJ33 h0vj33_cavpo
C7E9V7 c7e9v7_9tele
F6Y4K4 f6y4k4_calja
G3NB15 g3nb15_gasac
G1NVB7 g1nvb7_myolu
G3SG67 g3sg67_gorgo
A0A096LRU9 a0a096lru9_poefo
G5CX66 g5cx66_phoph
H2QH10 h2qh10_pantr
B9TS35 b9ts35_9tele
V6BQ24 v6bq24_9euth
G1SR55 g1sr55_rabit
P59530 ta2r7_mouse
I3IXV7 i3ixv7_oreni
A5X7I3 a5x7i3_maram
Q544G9 brs3_mouse
H2UQC4 h2uqc4_takru
H2R6Y0 h2r6y0_pantr
G3QPU8 g3qpu8_gorgo
B9UMC4 b9umc4_checr
Q5Y512 ta2r4_panpa
I0FQA0 i0fqa0_macmu
O61302 opsb_apime
M3YS12 m3ys12_muspf
K4EJG9 k4ejg9_perpl
O18770 o18770_pantr
Q8JHV4 q8jhv4_chick
P70612 cxcr1_rat
Q9Z2N0 oprx_mouse
F7HSK7 f7hsk7_macmu
M3W6K0 m3w6k0_felca
Q5QD04 taar9_mouse
F2X6T1 f2x6t1_9embe
E0AE55 e0ae55_merun
B0BMR5 b0bmr5_xentr
B4Z6L8 b4z6l8_9tyra
A3KF91 a3kf91_mache
D2H0K8 d2h0k8_ailme
G1RT13 g1rt13_nomle
A0A0A0MV02 a0a0a0mv02_papan
A8QXS3 a8qxs3_panle
A0A0D9SDG6 a0a0d9sdg6_chlsb
H6TQB8 h6tqb8_9saur
G3RCV3 g3rcv3_gorgo
A0A096NJW0 a0a096njw0_papan
P51682 ccr5_mouse
H2NUK3 h2nuk3_ponab
F2Y4Q9 f2y4q9_lipve
J7M7L8 j7m7l8_pantr
H2PJF2 h2pjf2_ponab
K4GQK5 k4gqk5_helhr
Q7T1E7 q7t1e7_oncmy
B3RFD7 b3rfd7_sorar
Q9MZN2 q9mzn2_ponpy
H0XJ56 h0xj56_otoga
A5D7D8 a5d7d8_bovin
Q3UXV3 par3_mouse
A0A096MF58 a0a096mf58_poefo
H2FFE2 h2ffe2_9saur
T1QUJ5 t1quj5_9pleu
P79242 fpr2_pantr
G1MP70 g1mp70_ailme
D9MN87 d9mn87_megsp
A3KF96 mshr_macsy
K4GR01 k4gr01_chlki
C5H7Z7 c5h7z7_artja
H3ABM6 h3abm6_latch
E9KW18 e9kw18_pleeg
I3MSI0 i3msi0_icttr
G1QAW8 g1qaw8_myolu
G1R2W9 g1r2w9_nomle
F6S279 f6s279_horse
A0A0D9RJQ2 a0a0d9rjq2_chlsb
L9JC28 l9jc28_tupch
Q9XT57 adrb3_caphi
Q4VA56 q4va56_mouse
D8KZR4 d8kzr4_bovin
F7J1S6 f7j1s6_9neob
I6PZP4 i6pzp4_9saur
F1Q981 f1q981_danre
K7FJD8 k7fjd8_pelsi
A2TAG2 a2tag2_sirin
Q9JJS7 p2ry4_mouse
K4GUV0 k4guv0_gamwi
G1NEH3 g1neh3_melga
G1R865 g1r865_nomle
P41983 mc5r_sheep
H0W0L0 h0w0l0_cavpo
B4Z6Q9 b4z6q9_9tyra
Q3V0U2 q3v0u2_mouse
H2V202 h2v202_takru
A2TAH7 a2tah7_schth
I3MXM2 i3mxm2_icttr
H0ZAC3 h0zac3_taegu
G1SA74 g1sa74_nomle
W5UA33 w5ua33_ictpu
P30937 ssr4_rat
W5UQJ0 w5uqj0_ictpu
H3B5A7 h3b5a7_latch
H5ZU11 h5zu22_9gobi
H0Z5W9 h0z5w9_taegu
G5CVV9 g5cvv9_mesbi
H3A7X2 h3a7x2_latch
A7KN91 a7kn91_thobo
J7LPP0 j7lpp0_9saur
G1N1Z2 g1n1z2_melga
T1QVS6 t1qvs6_9pleu
D6QXP3 d6qxp3_tarma
T1QUF4 t1quf4_corhp
G1SX13 g1sx13_rabit
Q9TQU4 q9tqu4_chlae
G1MIV2 g1miv2_ailme
H0X4Y8 h0x4y8_otoga
W5LDX5 w5ldx5_astmx
F1N213 f1n213_bovin
E1BX29 e1bx29_chick
G3VX75 g3vx75_sarha
G3R757 g3r757_gorgo
A0A096NDE0 a0a096nde0_papan
Q09J10 q09j10_macmu
U3K0M9 u3k0m9_fical
D8KZI2 d8kzi2_symsy
H2NTP8 h2ntp8_ponab
R4L871 r4l871_inige
U5LSS9 u5lss9_serca
Q1AE55 q1ae55_pig
Q1RM28 q1rm28_danre
K7EUB1 k7eub1_ponab
M3Z4U7 m3z4u7_muspf
H2N9A4 h2n9a4_ponab
U3HZ64 u3hz64_anapl
H2RD19 h2rd19_pantr
K4GQV3 k4gqv3_xenun
G1KS14 g1ks14_anoca
F1LZS5 f1lzs5_rat
H3BCY6 h3bcy6_latch
W5NNI5 w5nni5_lepoc
I0CJY4 i0cjy4_9tele
F6W8H5 f6w8h5_mondo
W5PSN2 w5psn2_sheep
F7BK68 f7bk68_horse
F5CB59 f5cb59_souch
M3VYQ4 m3vyq4_felca
P70536 oxyr_rat
F7DMG7 f7dmg7_xentr
K4GR30 k4gr30_9saur
O02664 drd1_rabit
W8BYX6 w8byx6_cerca
O46502 sctr_rabit
G1T0W9 g1t0w9_rabit
I3MJ02 i3mj02_icttr
S5GBD5 s5gbd5_podmu
D8V2C9 d8v2c9_9neob
Q5G6R3 q5g6r3_rhicr
C5I7Z5 c5i7z5_conta
W5NLY7 w5nly7_lepoc
G1SVQ2 g1svq2_rabit
E2RB59 e2rb59_canfa
H0XJF2 h0xjf2_otoga
E9KW17 e9kw17_9saur
L0GCJ2 l0gcj2_9saur
G3U6U3 g3u6u3_loxaf
A7BJV8 a7bjv8_pig
H0ZQU1 h0zqu1_taegu
A8CTZ1 a8ctz1_9neob
Q0Z8I9 mc4r_vulvu
Q9JKT9 tr107_rat
G1KJP2 g1kjp2_anoca
Q9QZU8 casr_mouse
F6QZ51 f6qz51_macmu
I0CKD6 i0ckd6_macng
F7B2B1 f7b2b1_calja
W5UFE9 w5ufe9_ictpu
Q6PA25 q6pa25_xenla
V8NTV4 v8ntv4_ophha
H5ZTX3 h5ztx3_9gobi
U3K933 u3k933_fical
D2YYN7 d2yyn7_9neob
W5QCN9 w5qcn9_sheep
O73739 o73739_chick
R4L4H6 r4l4h6_megno
V5W6W0 v5w6w0_xipma
F6V4A9 f6v4a9_calja
Q58TE7 q58te7_9gobi
A3QP57 a3qp57_dicla
A0A096MXM8 a0a096mxm8_papan
G3M6F3 g3m6f3_nycal
T1QUB3 t1qub3_9tele
G3MZW2 g3mzw2_bovin
L0GEM5 l0gem5_9saur
G3VT25 g3vt25_sarha
F6TM75 f6tm75_horse
W5PAK7 w5pak7_sheep
D2YZB4 d2yzb4_fejli
Q8HZR7 q8hzr7_macmu
K7R3K8 k7r3k8_9saur
H2NBL2 h2nbl2_ponab
G1MT78 g1mt78_melga
F1NJY4 f1njy4_chick
F8R8S3 f8r8s3_inccm
L7SX76 l7sx76_podti
H9GGR9 h9ggr9_anoca
A0A096ML75 a0a096ml75_papan
F7B0N4 f7b0n4_ornan
A0A0D9RLY5 a0a0d9rly5_chlsb
H9EUZ6 h9euz6_macmu
E9PXI8 e9pxi8_mouse
G3WPR3 g3wpr3_sarha
K4HGJ5 k4hgj5_molho
F7DU31 f7du31_macmu
D2WK00 d2wk00_artja
H2N3Y7 h2n3y7_ponab
A0A0D9QUP9 a0a0d9qup9_chlsb
I3JE90 i3je90_oreni
O19032 ada2b_oryaf
R4GF53 r4gf53_chick
Q14A50 5ht7r_mouse
Q28J97 fzd7_xentr
V8NNW4 v8nnw4_ophha
F2XH66 f2xh66_9gobi
Q923Y9 taar1_rat
Q9QYH2 v1ar_mouse
G1DGH4 g1dgh4_caphi
I3MSV5 i3msv5_icttr
A0A0D9REG7 a0a0d9reg7_chlsb
F1NYT0 f1nyt0_chick
H0ZR29 h0zr29_taegu
E2RK32 e2rk32_canfa
Q8K0D8 opsd_mouse
Q864L1 mshr_pantr
F7A0F2 f7a0f2_xentr
Q9Z1P4 lgr5_mouse
Q99P18 q99p18_musav
E1BFV6 e1bfv6_bovin
G1K366 g1k366_macmu
Q2HQ99 q2hq99_9saur
I0CJU8 i0cju8_9tele
O08975 fzd5_mouse
A0A0B5A8S1 a0a0b5a8s1_9neob
L7T155 l7t155_9saur
W5K6Y8 w5k6y8_astmx
U3K7P8 u3k7p8_fical
F2XH83 f2xh83_9gobi
Q3UCS9 q3ucs9_mouse
G3M724 g3m724_trivu
Q8C6R2 q8c6r2_mouse
P70205 pacr_mouse
C3PSZ0 c3psz0_dasno
Q6GN84 q6gn84_xenla
A0A0D9R301 a0a0d9r301_chlsb
A0A093T4J7 a0a093t4j7_phaca
A0A088SD09 a0a088sd09_phybu
A0A096P4Z3 a0a096p4z3_papan
M3Z770 m3z770_muspf
K7FEQ8 k7feq8_pelsi
M3YFJ3 m3yfj3_muspf
G3M7U5 g3m7u5_prove
F1NAA3 f1naa3_chick
G3M7Q6 g3m7q6_macla
A0A096NBW6 a0a096nbw6_papan
D2HXK2 d2hxk2_ailme
Q9TUR9 q9tur9_9prim
Q05CZ8 q05cz8_mouse
H0ZGL8 h0zgl8_taegu
H0WG39 h0wg39_otoga
P61168 drd2_mouse
A0A093D0Y1 a0a093d0y1_tauer
Q6Y1R5 oxgr1_rat
M3YH91 m3yh91_muspf
F1MX10 f1mx10_bovin
F1NSN5 f1nsn5_chick
E2RN58 e2rn58_canfa
Q76JU8 ffar1_mesau
B9TS26 b9ts26_9tele
G1LGK2 g1lgk2_ailme
C5I7W0 c5i7w0_orcor
Q0W9D2 q0w9d2_micmu
F1PMR3 f1pmr3_canfa
Q60461 par1_crilo
M3XRY3 m3xry3_muspf
B0VXS1 b0vxs1_gadmo
Q9R0Q2 lt4r1_rat
A0A076MFF5 a0a076mff5_epico
A0A0D9RRB4 a0a0d9rrb4_chlsb
U3K608 u3k608_fical
A0A0D9S1B9 a0a0d9s1b9_chlsb
I6PZP9 i6pzp9_9saur
L8I1A1 l8i1a1_9ceta
K4GQZ7 k4gqz7_anisc
I3M129 i3m129_icttr
H0ZL07 h0zl07_taegu
V5JDN5 v5jdn5_canlu
A0A087YFU0 a0a087yfu0_poefo
Q9QXI3 gpr26_rat
G1KQM1 g1kqm1_anoca
K7FMV5 k7fmv5_pelsi
Q3UW60 q3uw60_mouse
A0A0D9S4L9 a0a0d9s4l9_chlsb
S5G4V8 s5g4v8_podmu
C5HF47 c5hf47_9rode
K7EXF9 k7exf9_pelsi
B4Z6D4 b4z6d4_anapl
G3RQD7 g3rqd7_gorgo
Q8BHL4 rai3_mouse
Q9MZM4 q9mzm4_nycco
P21556 ptafr_cavpo
F7GT07 f7gt07_calja
U3JZL0 u3jzl0_fical
R0KYB9 r0kyb9_anapl
F6R063 f6r063_xentr
F8R015 f8r015_9gall
F6WW26 f6ww26_horse
P35374 agtr2_mouse
Q9MZ99 q9mz99_atesp
G5CVM4 g5cvm4_dasal
H6TQ02 h6tq02_9saur
M3ZF13 m3zf13_xipma
J9P6F0 j9p6f0_canfa
H0XLX6 h0xlx6_otoga
A0A059UCK4 a0a059uck4_9pass
G3M716 g3m716_notty
Q0Q7Z7 q0q7z7_percr
G3WSJ9 g3wsj9_sarha
G3VT67 g3vt67_sarha
D6QXP6 d6qxp6_tarma
K4HGE6 k4hge6_boafu
I3LVI5 i3lvi5_pig
G1KK52 g1kk52_anoca
Q99NZ5 q99nz5_hydhy
B4Z6Q5 b4z6q5_9grui
F5B730 f5b730_sheep
Q9TUT4 q9tut4_macne
Q8CFQ7 q8cfq7_mouse
F7HI57 f7hi57_calja
Q9QWK9 acm3_rat
G3SKH7 g3skh7_gorgo
A0A096NWG1 a0a096nwg1_papan
A0A096P061 a0a096p061_papan
A0A0D9RND2 a0a0d9rnd2_chlsb
A4PHQ6 a4phq6_danre
P35376 fshr_bovin
U3KIF8 u3kif8_fical
F7IHT6 f7iht6_calja
F1N7Z7 f1n7z7_bovin
A0A0E3XSH9 a0a0e3xsh9_9saur
F2XH39 f2xh39_9gobi
I3MJN4 i3mjn4_icttr
T1QV84 t1qv84_arnim
Q2Q8L5 q2q8l5_phytc
E2RGI1 e2rgi1_canfa
Q58G84 q58g84_chick
Q5U7A4 q5u7a4_mouse
E5G6A1 e5g6a1_9pass
O88634 par4_mouse
Q9BFF1 q9bff1_sylfl
G3RXN3 g3rxn3_gorgo
I3M994 i3m994_icttr
V9MH76 v9mh76_9tele
B7TVM8 b7tvm8_perpl
Q49NQ7 q49nq7_mussp
W5UG17 w5ug17_ictpu
H0UTN4 h0utn4_cavpo
A4KTT3 a4ktt3_9neob
H2P2I0 h2p2i0_ponab
E9KW34 e9kw34_plela
U3BYK8 u3byk8_calja
Q0VBE5 q0vbe5_mouse
C0M5J8 c0m5j8_geobe
B4Z6F7 b4z6f7_9aves
G1EG57 g1eg57_9pase
P51488 opsd_cypca
U3J5M8 u3j5m8_anapl
A0A089FJV9 a0a089fjv9_9saur
G3TB50 g3tb50_loxaf
Q2HQA4 q2hqa4_caefu
B4Z6R3 b4z6r3_scyma
H3AM94 h3am94_latch
A8CU57 a8cu57_9neob
G1R642 g1r642_nomle
M3Z7G4 m3z7g4_muspf
D7PCX9 d7pcx9_perle
A9YE82 a9ye82_micag
A4KTR8 a4ktr8_9neob
K4GRC8 k4grc8_9saur
A0A096NW50 a0a096nw50_papan
O77621 ada1a_canfa
H9H7G7 h9h7g7_mondo
P51050 mtr1b_chick
W5NXE0 w5nxe0_sheep
G3RB98 g3rb98_gorgo
D7PQY8 d7pqy8_loncn
P35356 opsd_procl
G1R4V9 g1r4v9_nomle
G3VXP1 g3vxp1_sarha
F5CB79 f5cb79_monmo
H0XKV8 h0xkv8_otoga
H0X5G9 h0x5g9_otoga
Q0V9U7 q0v9u7_xentr
H0YYS9 h0yys9_taegu
T2FD19 t2fd19_trifa
A0A088SBH3 a0a088sbh3_9neob
A0A0B5A297 a0a0b5a297_sagma
B8QCP1 b8qcp1_lictr
F1QUA9 f1qua9_danre
R9QSI2 r9qsi2_chisv
F1P8N7 f1p8n7_canfa
Q8BMC0 lpar6_mouse
Q2M4A4 q2m4a4_pig
G5CVQ6 g5cvq6_mepme
Q6W9B5 q6w9b5_thobo
F7J1Y9 f7j1y9_agacl
G3U1B6 g3u1b6_loxaf
Q8SQ87 q8sq87_9chir
P79748 5ht1d_takru
H0Z5C4 h0z5c4_taegu
A0A096MLK8 a0a096mlk8_papan
G3RAM3 g3ram3_gorgo
F7FT02 f7ft02_ornan
G5CVN0 g5cvn0_eleru
F6ZBS4 f6zbs4_mondo
J7MGB0 j7mgb0_pantr
W5U9J7 w5u9j7_ictpu
Q8WMR4 q8wmr4_macfa
U3K926 u3k926_fical
B4Z6P8 b4z6p8_9psit
F7F959 f7f959_macmu
U3KIL2 u3kil2_fical
F6ZGA7 f6zga7_horse
G3TR93 g3tr93_loxaf
D6N0D7 d6n0d7_9carn
A0A0D9RB95 a0a0d9rb95_chlsb
W5LUG8 w5lug8_astmx
G3QPZ8 g3qpz8_gorgo
R9TIN7 r9tin7_9saur
B7TVL8 b7tvl8_perpl
Q8BV77 ada1a_mouse
G1NRS9 g1nrs9_melga
H0YPM5 h0ypm5_taegu
H2PVC7 h2pvc7_ponab
H9H8U2 h9h8u2_mondo
F1P5E1 f1p5e1_chick
B3GQZ7 b3gqz7_sheep
A0A0D9REZ4 a0a0d9rez4_chlsb
M3Z527 m3z527_muspf
M4AV56 m4av56_xipma
U3I1B4 u3i1b4_anapl
F7ETA2 f7eta2_calja
P56443 mshr_capca
I3LZM1 i3lzm1_icttr
K7FW81 k7fw81_pelsi
F6SMW6 f6smw6_mondo
W5P2W8 w5p2w8_sheep
B4Z6J4 b4z6j4_9aves
I3L844 i3l844_pig
Q684Q3 q684q3_mouse
J7M7J8 j7m7j8_pantr
Q9YGZ7 opsd_lizsa
F1P200 f1p200_chick
A0A089FHR0 a0a089fhr0_9saur
D4ABK4 d4abk4_rat
T1QV43 t1qv43_opsta
Q697L2 t2r38_hylkl
D2JZB8 d2jzb8_ommro
G3M7V7 g3m7v7_craca
F7EC88 f7ec88_mondo
G3TCX2 g3tcx2_loxaf
H2P8J7 h2p8j7_ponab
H2QUD3 h2qud3_pantr
T1QUL2 t1qul2_9tele
A0A0B2VU19 a0a0b2vu19_toxca
A0A077B2Z0 a0a077b2z0_9neob
A0A0D3L7A7 a0a0d3l7a7_caphi
A5JTX0 a5jtx0_syrre
C0M5L5 c0m5l5_cappi
H3A6U7 h3a6u7_latch
M3VWW3 m3vww3_felca
Q9QW44 5ht2b_rat
W5PT29 w5pt29_sheep
Q9TSQ8 cxcr4_chlae
Q9MZM6 q9mzm6_calmo
F7DWI7 f7dwi7_horse
A0A0F6QJE4 a0a0f6qje4_9saur
O09026 lphn1_rat
Q8VIF5 ntr2_mouse
M3WRP2 m3wrp2_felca
I6UXV7 i6uxv7_9saur
G3M6B1 g3m6b1_cernu
B4Z6D0 b4z6d0_notpe
B3FF85 b3ff85_loncn
Q80T55 gpr26_mouse
Q9N0U1 q9n0u1_sheep
T1QV52 t1qv52_9pleu
K4HGH1 k4hgh1_9saur
H0YUL6 h0yul6_taegu
T1QVN5 t1qvn5_monal
R0JZ06 r0jz06_anapl
J9Q9B8 j9q9b8_sheep
H9F7Q1 h9f7q1_macmu
S4WFQ6 s4wfq6_9grui
S4UWI4 s4uwi4_fulga
G3QF03 g3qf03_gorgo
K7EYJ8 k7eyj8_pelsi
Q864J0 mshr_colgu
G3VI02 g3vi02_sarha
Q9TU77 acthr_sheep
G1C5E0 g1c5e0_9saur
U3EQY9 u3eqy9_calja
G5CVW4 g5cvw4_phycd
A8QXR7 a8qxr7_ursma
Q7TSX3 q7tsx3_mouse
H2PKJ2 h2pkj2_ponab
M3Z579 m3z579_muspf
H0ZN33 h0zn33_taegu
W5PCN7 w5pcn7_sheep
Q9PW16 q9pw16_claga
F6TCJ6 f6tcj6_calja
V9PWI4 v9pwi4_9neob
G3RJL1 g3rjl1_gorgo
D2JZB2 d2jzb2_halgr
J7MG96 j7mg96_pantr
J7M7N0 j7m7n0_pantr
G3S7K8 g3s7k8_gorgo
H2TDV6 h2tdv6_takru
F7VJQ0 f7vjq0_cavpo
D7PQZ3 d7pqz3_taxta
H2QDS6 h2qds6_pantr
K4GQV0 k4gqv0_9saur
G5CVV2 g5cvv2_kogbr
G3M769 g3m769_spaeh
A0A0G2JGS1 a0a0g2jgs1_mouse
B8K137 b8k137_rabit
Q1ZZG2 q1zzg2_macfa
K4GR77 k4gr77_9saur
G1MYK5 g1myk5_melga
H3A5G9 h3a5g9_latch
Q5QD13 taar6_mouse
V9PWJ6 v9pwj6_9neob
F7FPS5 f7fps5_macmu
C5HV42 c5hv42_chick
G1EFJ6 g1efj6_9tele
T1QV27 t1qv27_9pleu
W5NSY2 w5nsy2_sheep
I6VS82 i6vs82_9saur
V5UZR3 v5uzr3_9saur
I3LUJ4 i3luj4_pig
F1P0K6 f1p0k6_chick
H2PCK5 h2pck5_ponab
A0A059V9E5 a0a059v9e5_bosin
P49218 mtr1a_rat
K4K3I4 k4k3i4_utast
G1NPB3 g1npb3_melga
Q646C0 t2r46_pantr
Q0P4N6 q0p4n6_xentr
F7FL62 f7fl62_mondo
F7H268 f7h268_macmu
G3T887 g3t887_loxaf
G8JC93 g8jc93_9tele
H0VQ44 h0vq44_cavpo
I3M286 i3m286_icttr
G3TJJ6 g3tjj6_loxaf
F1LXP2 f1lxp2_rat
O42451 opsd_proje
Q4QXU2 mrgx2_rhibe
K4HGI1 k4hgi1_9saur
F7ACE5 f7ace5_horse
M3XS37 m3xs37_muspf
O08726 galr2_rat
G1PI60 g1pi60_myolu
R0K7W5 r0k7w5_anapl
G1NZX2 g1nzx2_myolu
D7PQY4 d7pqy4_9carn
Q9BGT8 p2y12_macfa
M3Z4L1 m3z4l1_muspf
G1KEL2 g1kel2_anoca
I3NF42 i3nf42_icttr
G5CVW6 g5cvw6_ponbl
G3TVC6 g3tvc6_loxaf
U3IM64 u3im64_anapl
B2KSC0 b2ksc0_chick
V9PW92 v9pw92_9neob
K4HKF2 k4hkf2_9saur
S5GE54 s5ge54_podmu
Q543T0 q543t0_mouse
O89003 5ht4r_mouse
G3M7T7 g3m7t7_ailme
A0A096NNA2 a0a096nna2_papan
Q864J5 mshr_macng
A9LS63 a9ls63_lepeu
K4K3F3 k4k3f3_utast
M3W2Q8 m3w2q8_felca
C4WYH1 c4wyh1_rat
H0W7B4 h0w7b4_cavpo
L0GDM7 l0gdm7_9neob
L0AU48 l0au48_9pass
A1L2V1 a1l2v1_xenla
U3KK45 u3kk45_fical
A0A0D9S2R4 a0a0d9s2r4_chlsb
Q9TTT2 adrb3_canfa
A0A0G2KE85 a0a0g2ke85_danre
F7DHK2 f7dhk2_horse
T2B182 t2b182_anala
Q7M720 t2r13_mouse
Q9TQV3 q9tqv3_cermo
D2H0B9 d2h0b9_ailme
G3QUH4 g3quh4_gorgo
P31392 gp182_rat
X2CFA9 x2cfa9_chlae
A0A096NE22 a0a096ne22_papan
V9MHH6 v9mhh6_squce
F7FX19 f7fx19_mondo
I3MCE3 i3mce3_icttr
U3KKT0 u3kkt0_fical
G3N2A9 g3n2a9_bovin
A0A087V523 a0a087v523_balre
U3IUQ1 u3iuq1_anapl
J7FDM0 j7fdm0_xenla
G3M6H9 g3m6h9_9hyst
Q645Y8 ta2r4_gorgo
F6RRJ0 f6rrj0_macmu
E2ELW7 e2elw7_micab
